%Character	Friendly links																																							Hostile Links						
																																														
%Chapter 1: Plague and Wrath																																														
Diomedes	Tydeus	Agamemnon	Ajax the Great	Ajax the Lesser	Nestor	Odysseus	Menelaus																																							
Tydeus	Diomedes																																													
Menelaus	Idomeneus	Ajax the Great	Ajax the Lesser	Diomedes	Nestor	Odysseus	Menelaus																																	Helen						
Hector	Polites	Priam	Iris																																					Agamemnon						
																																														
%List of  Greek captains																																														
Agamemnon	Peneleos	Leitus	Arcesilaus	Prothoenor	Clonius	Ascalaphus	Ialmenus	Schedius son of Iphitus	Epistrophus	Ajax the Lesser	Ajax the Great	Elephenor	Idomeneus	Prothous																																
Agamemnon	Menestheus	Diomedes	Sthenelus	Euryalus	Agapenor	Amphimachus son of Cteatus	Thalpius	Diores	Polyxeinus	Meges	Thaos	Tlepolemus son of Heracles	Pheidippus																																	
Agamemnon	Protesilaus	Podarces	Eumelus	Philoctetes	Medon	Antiphus Greek	Nireus	Podaleirius	Machaon	Eurypylus	Polypoetes	Leonteus	Gouneus																																	
Peneleos	Leitus	Arcesilaus	Prothoenor	Clonius	Agamemnon																																									
Leitus	Peneleos	Arcesilaus	Prothoenor	Clonius	Agamemnon																																									
Arcesilaus	Peneleos	Leitus	Prothoenor	Clonius	Agamemnon																																									
Prothoenor	Peneleos	Leitus	Arcesilaus	Clonius	Agamemnon																																									
Clonius	Peneleos	Leitus	Arcesilaus	Prothoenor	Agamemnon																																									
Ascalaphus	Ares	Astyoche	Ialmenus	Agamemnon																																										
Ialmenus	Ares	Astyoche	Ascalaphus	Agamemnon																																										
Astyoche	Ares	Ialmenus	Ascalaphus	Actor																																										
Actor	Astyoche	Azeus																																												
Azeus	Actor																																													
Schedius son of Iphitus	Iphitus	Epistrophus	Agamemnon																																											
Epistrophus	Iphitus	Schedius son of Iphitus	Agamemnon																																											
Iphitus	Naubolus	Schedius son of Iphitus	Epistrophus																																											
Naubolus	Iphitus																																													
Ajax the Lesser	Oïleus	Agamemnon																																												
Oïleus	Ajax the Lesser																																													
Ajax the Great	Telamon	Agamemnon																																												
Telamon	Ajax the Great																																													
Elephenor	Chalcodon	Agamemnon																																												
Chalcodon	Elephenor																																													
Erechtheus	Athene	Menestheus	Agamemnon																																											
Menestheus	Erechtheus	Peteos																																												
Peteos	Menestheus																																													
Diomedes	Euryalus	Sthenelus	Agamemnon																																											
Sthenelus	Capaneus	Diomedes	Euryalus	Agamemnon																																										
Capaneus	Sthenelus																																													
Euryalus	Mecisteus	Diomedes	Sthenelus	Agamemnon																																										
Mecisteus	Talaus	Euryalus																																												
Talaus	Mecisteus																																													
Thamyris																																														
Agapenor	Ancaeus	Agamemnon																																												
Ancaeus	Agapenor																																													
Amphimachus son of Cteatus	Cteatus	Thalpius	Eurytus	Actor 2	Diores	Polyxeinus	Agamemnon																																							
Cteatus	Amphimachus son of Cteatus	Thalpius	Eurytus	Actor 2																																										
Thalpius	Amphimachus son of Cteatus	Cteatus	Eurytus	Actor 2	Diores	Polyxeinus	Agamemnon																																							
Eurytus	Amphimachus son of Cteatus	Cteatus	Thalpius	Actor 2																																										
Actor 2	Amphimachus son of Cteatus	Cteatus	Thalpius	Eurytus																																										
Diores	Amarynceus	Polyxeinus	Amphimachus son of Cteatus	Thalpius	Agamemnon																																									
Amarynceus	Diores																																													
Polyxeinus	Agasthenes	Diores																																												
Agasthenes	Augeas	Polyxeinus	Amphimachus son of Cteatus	Thalpius	Agamemnon																																									
Augeas	Agasthenes																																													
Meges	Phyleus	Agamemnon																																												
Phyleus	Meges	Zeus																																												
Thaos	Andraemon	Agamemnon																																												
Andraemon	Thaos																																													
Idomeneus	Agamemnon																																													
Tlepolemus son of Heracles	Heracles	Agamemnon	Astyocheia	Licymnius																																										
Heracles	Tlepolemus son of Heracles	Astyocheia	Thessalus																																											
Astyocheia	Tlepolemus son of Heracles	Heracles																																												
Licymnius	Tlepolemus son of Heracles	Ares																																												
Nireus	Aglaia	Charopus	Agamemnon																																											
Aglaia	Nireus	Charopus																																												
Charopus	Nireus	Aglaia																																												
Pheidippus	Thessalus	Antiphus Greek	Agamemnon																																											
Antiphus Greek	Thessalus	Pheidippus	Agamemnon																																											
Thessalus	Heracles	Pheidippus	 Greek																																											
Mynes	Euenus	Epistrophus 2																																						Achilles						
Epistrophus 2	Euenus	Mynes																																						Achilles						
Euenus	Selephus	Mynes	Epistrophus 2																																											
Selephus	Euenus																																													
Protesilaus	Iphiclus	Podarces	Agamemnon																																											
Podarces	Iphiclus	Protesilaus	Agamemnon																																											
Phylacus	Iphiclus																																													
Iphiclus	Phylacus	Protesilaus	Podarces																																											
Admetus	Alcestis	Eumelus																																												
Eumelus	Alcestis	Admetus	Agamemnon																																											
Alcestis	Admetus	Eumelus																																												
Pelias	Alcestis																																													
Philoctetes	Medon	Agamemnon																																												
Medon	Rhene	Oïleus	Philoctetes	Agamemnon																																										
Oïleus	Rhene	Medon																																												
Rhene	Oïleus	Medon																																												
Asclepius	Podaleirius	Machaon																																												
Podaleirius	Machaon	Asclepius	Agamemnon																																											
Machaon	Podaleirius	Asclepius	Agamemnon																																											
Eurypylus	Euaemon	Agamemnon																																												
Euaemon	Eurypylus																																													
Polypoetes	Peirithous	Leonteus	Hippodameia	Agamemnon																																										
Leonteus	Polypoetes	Coronus	Ares	Agamemnon																																										
Peirithous	Zeus	Polypoetes	Hippodameia																																											
Hippodameia	Peirithous	Polypoetes																																												
Coronus	Caeneus	Leonteus																																												
Caeneus	Coronus																																													
Gouneus	Agamemnon																																													
Prothous	Agamemnon	Tenthredon																																												
Tenthredon	Prothous																																													
Typhoeus	Zeus																																													
Iris	Zeus	Hector																																												
Polites	Priam	Hector																																												
Aestyetes																																														
																																														
%List of Trojan Captains																																														
Priam	Aeneas	Pandarus	Adrestus	Amphius	Asius	Hippothous	Pylaeus	Acamas	Peiros	Euphemus	Pyraechmes	Pylaemenes	Epistrophus	Odius																																
Priam	Ennomus	Chromis	Ascanius	Phorcys	Mesthles	Antiphus Trojan	Nastes	Amphimachus son of Nomian	Sarpedon	Glaucus																																				
Anchises	Aeneas	Aphrodite																																												
Aeneas	Anchises	Aphrodite	Priam	Archelochus	Acamas																																									
Aphrodite	Anchises	Aeneas																																												
Antenor	Archelochus	Acamas																																												
Archelochus	Antenor	Acamas	Aeneas																																											
Acamas	Antenor	Archelochus	Aeneas																																											
Lycaon	Pandarus																																													
Pandarus	Lycaon	Priam	Apollo																																											
Adrestus	Amphius	Merops	Priam																																											
Amphius	Adrestus	Merops	Priam																																											
Merops	Adrestus	Amphius																																												
Asius	Hyrtacus	Priam																																												
Hyrtacus	Asius																																													
Hippothous	Pelasgian Lethus	Pylaeus	Priam																																											
Pylaeus	Pelasgian Lethus	Hippothous	Ares	Priam																																										
Pelasgian Lethus	Hippothous	Pylaeus	Teutamus																																											
Teutamus	Pelasgian Lethus																																													
Acamas	Peiros	Priam																																												
Peiros	Acamas	Priam																																												
Euphemus	Troezenus	Priam																																												
Troezenus	Ceas																																													
Ceas	Troezenus																																													
Pyraechmes	Priam																																													
Pylaemenes	Priam																																													
Odius	Epistrophus	Priam																																												
Epistrophus	Odius	Priam																																												
Chromis	Ennomus	Priam																																												
Ennomus	Chromis	Priam																																						Achilles						
Phorcys	Ascanius	Priam																																												
Ascanius	Phorcys	Priam																																												
Mesthles	Antiphus Trojan	Talamenes	Priam																																											
Antiphus Trojan	Mesthles	Talamenes	Priam																																											
Talamenes	Mesthles	Antiphus Trojan																																												
Nastes	Nomion	Amphimachus son of Nomian	Priam																																											
Amphimachus son of Nomian	Nomion	Nastes	Priam																																					Achilles						
Nomion	Nastes	Amphimachus son of Nomian																																												
Sarpedon	Glaucus	Priam																																												
Glaucus	Sarpedon	Priam																																												
																																														
%Chapter 3: A Duel																																														
Paris	Hector	Helen	Priam	Agamemnon	Menelaus	Lycaon	Aphrodite																																	Menelaus						
Menelaus	Helen	Antenor	Ajax the Great	Idomeneus	Paris																																			Paris	Hector	Priam				
Hector	Paris	Helen	Odysseus	Lycaon																																				Menelaus						
Helen	Paris	Menelaus	Iris	Laodice	Aethre	Clymene	Agamemnon	Atreus	Otreus	Mygdon	Zeus	Odysseus	Ajax the Great	Idomeneus																																
Helen	Castor	Pollux	Aphrodite																																											
Priam	Paris	Laodice	Panthous	Thymoetes	Lampus	Clytius	Hicetaon	Ucalegon	Antenor	Idaeus	Laomedon	Odysseus	Agamemnon	Dardanus																										Menelaus						
Priam	Lycaon																																													
Aphrodite	Helen	Paris																																												
Zeus	Helen																																													
Agamemnon	Talthybius	Helen	Otreus	Mygdon	Priam	Antenor	Paris																																							
Talthybius	Agamemnon																																													
Iris	Helen	Laodice																																												
Laodice	Helen	Iris	Priam	Helicaon																																										
Helicaon	Antenor	Laodice	Priam																																											
Antenor	Helicaon	Priam	Thymoetes	Lampus	Clytius	Hicetaon	Ucalegon	Odysseus	Menelaus	Odysseus	Agamemnon																																			
Aethre	Pittheus	Helen	Clymene																																											
Clymene	Helen	Aethre																																												
Pittheus	Aethre	Clymene																																												
Panthous	Priam																																													
Thymoetes	Priam	Lampus	Clytius	Hicetaon	Ucalegon	Antenor																																								
Lampus	Priam	Thymoetes	Clytius	Hicetaon	Ucalegon	Antenor																																								
Clytius	Priam	Thymoetes	Lampus	Hicetaon	Ucalegon	Antenor																																								
Hicetaon	Priam	Thymoetes	Lampus	Clytius	Ucalegon	Antenor	Ares																																							
Ucalegon	Priam	Thymoetes	Lampus	Clytius	Hicetaon	Antenor																																								
Atreus	Helen																																													
Otreus	Mygdon	Agamemnon	Helen																																											
Mygdon	Otreus	Agamemnon	Helen																																											
Odysseus	Helen	Antenor	Priam	Antenor	Hector																																									
Ajax the Great	Helen	Menelaus	Idomeneus																																											
Idomeneus	Helen	Menelaus	Ajax the Great																																											
Castor	Helen	Pollux																																												
Pollux	Helen	Castor																																												
Idaeus	Priam																																													
Laomedon	Priam	Dardanus																																												
Dardanus	Priam	Laomedon																																												
Lycaon	Priam	Paris	Hector																																											
Athene																																														
																																														
%Chapter 4: The Oath is broken																																														
Zeus	Hebe	Athene	Aphrodite																																											
Hebe	Zeus	Hera	Athene	Cronus																																										
Hera	Athene	Hebe	Cronus																																											
Athene	Zeus	Hera	Hebe	Laodocus	Pandarus	Apollo	Strife																																							
Aphrodite	Zeus																																													
Menelaus	Talthybius	Machaon																																						Pandarus						
Cronus	Hera																																													
Laodocus	Pandarus	Athene																																												
Pandarus	Laodocus	Athene																																						Menelaus						
Apollo	Athene	Achilles																																												
Agamemnon	Asclepius	Machaon	Eurymedon	Ajax	Teucer	Nestor	Peteos	Polynieces																																						
Talthybius	Menelaus	Machaon																																												
Machaon	Asclepius	Machaon	Talthybius	Agamemnon	Menelaus																																									
Asclepius	Machaon	Agamemnon	Cheiron																																											
Cheiron	Asclepius																																													
Eurymedon	Ptolemy	Agamemnon																																												
Ptolemy	Eurymedon																																													
Ajax the great	Teucer	Agamemnon																																												
Teucer	Ajax the great	Agamemnon																																												
Nestor	Pelagon	Alastor	Chromius	Haemon	Bias	Agamemnon																																		Ereuthalion						
Pelagon	Nestor	Alastor	Chromius	Haemon	Bias																																									
Alastor	Nestor	Pelagon	Chromius	Haemon	Bias																																									
Chromius	Nestor	Pelagon	Alastor	Haemon	Bias																																									
Haemon	Nestor	Pelagon	Alastor	Chromius	Bias																																									
Bias	Nestor	Pelagon	Alastor	Chromius	Haemon																																									
Ereuthalion																																								Nestor						
Menestheus	Odysseus																																													
Odysseus	Menestheus	Leucus																																						Democoon						
Tydeus	Polynieces																																							Eteocles	Maeon	Polyphontes				
Polynieces	Tydeus	Agamemnon																																						Eteocles						
Eteocles																																								Polynieces	Tydeus					
Maeon	Polyphontes																																							Tydeus						
Polyphontes	Maeon																																							Tydeus						
Sthenelus																																														
Strife	Athene	Ares																																												
Ares	Strife																																													
Antilochus																																								Echepolus						
Echepolus	Elephenor																																							Antilochus						
Elephenor	Echepolus																																							Agenor						
Agenor																																								Elephenor						
Ajax the Great																																								Simoisius	Antiphus					
Anthemion	Simoisius																																													
Simoisius	Anthemion																																							Ajax the Great	Leucus					
Antiphus	Priam	Paris	Hector	Lycaon																																				Ajax the Great	Leucus					
Priam	Antiphus																																													
Paris	Antiphus																																													
Hector	Antiphus																																													
Lycaon	Antiphus																																													
Leucus	Odysseus																																							Antiphus	Simoisius					
Democoon	Priam																																							Odysseus						
Achilles	Apollo																																													
Diores																																								Peiros						
Peiros																																								Diores	Thoas					
Thoas																																								Peiros						
																																														
%Chapter 5: Diomedes' Heroics																																														
Diomedes	Adrestus	Dione	Ajax the great	Ajax the lesser	Odysseus																																			Phegeus	Idaeus	Pandarus	Aeneas			Hector
Diomedes																																								Astynous	Hypeiron	Abas	Polyidus			Apollo
Diomedes																																								Xanthus	Thoön son of Phaenops	Echemmon	Chromius son of Priam			Aphrodite
Athene	Enyo																																													
Dares	Phegeus	Idaeus																																												
Phegeus	Dares	Idaeus																																						Diomedes						
Idaeus	Dares	Phegeus	Hephaestus																																					Diomedes						
Hephaestus	Idaeus																																													
Athene	Ares	Aphrodite	Hera																																					Aphrodite						
Ares	Athene	Aphrodite	Iris	Dione	Eriboea	Hermes	Zeus	Apollo	Acamas																															Otus son of Aloeus	Ephialtes					
Agamemnon																																								Odius						
Odius																																								Agamemnon						
Idomeneus																																								Phaestus						
Phaestus																																								Idomeneus						
Menelaus																																								Scamandrius						
Scamandrius	Artemis																																							Menelaus						
Artemis	Scamandrius	Leto	Apollo	Aeneas																																										
Meriones																																								Phereclus						
Phereclus	Tecton	Athene	Paris																																					Meriones						
Tecton	Phereclus	Harmon																																												
Harmon	Tecton																																													
Athene	Phereclus																																													
Paris	Phereclus																																													
Meges																																								Pedaeus						
Pedaeus	Antenor	Theano																																						Meges						
Antenor	Pedaeus	Theano																																												
Theano	Antenor	Pedaeus																																												
Eurypylus																																								Hypsenor						
Hypsenor																																								Eurypylus						
Scamander																																														
Pandarus	Lycaon	Aeneas	Hector																																					Diomedes						
Lycaon	Pandarus																																													
Apollo	Aeneas	Aphrodite	Artemis	Leto	Aeneas	Ares																																		Diomedes						
Aphrodite	Apollo	Iris	Ares	Dione	Athene	Hera																																		Athene	Diomedes					
Astynous	Hypeiron																																							Diomedes						
Hypeiron	Astynous																																							Diomedes						
Abas	Eurydamas	Polyidus																																						Diomedes						
Polyidus	Eurydamas	Abas																																						Diomedes						
Eurydamas	Abas	Polyidus																																												
Xanthus	Phaenops	Thoön son of Phaenops																																						Diomedes						
Thoön son of Phaenops	Phaenops	Xanthus																																						Diomedes						
Phaenops	Xanthus	Thoön son of Phaenops																																												
Priam	Echemmon	Chromius son of Priam																																												
Echemmon	Dardanian Priam	Chromius son of Priam																																						Diomedes						
Chromius son of Priam	Dardanian Priam	Echemmon																																						Diomedes						
Aeneas	Pandarus	Leto	Artemis	Apollo	Acamas																																			Diomedes						
Hector	Pandarus																																													
Tros	Ganymede	Zeus	Laomedon																																											
Ganymede	Tros	Zeus																																												
Zeus	Tros	Gantmede	Heracles	Hades	Ares																																									
Laomedon	Tros	Anchises																																												
Anchises	Laomedon																																													
Deipylus	Sthenelus																																													
Sthenelus	Deipylus																																													
Enyo	Athene																																													
Iris	Aphrodite	Ares																																												
Dione	Aphrodite	Ares	Diomedes																																											
Otus son of Aloeus	Ephialtes	Aloeus																																						Ares						
Ephialtes	Otus son of Aloeus	Aloeus																																						Ares						
Aloeus	Otus son of Aloeus	Ephialtes																																												
Eriboea	Ares	Hermes																																												
Hermes	Ares	Eriboea																																												
Hera																																								Heracles						
Heracles	Amphitryon	Zeus																																						Hera	Hades					
Amphitryon	Heracles																																													
Hades	Zeus	Paeëon																																						Heracles						
Paeëon	Hades	Ares																																												
Aegialea	Adrestus	Diomedes	Dione																																											
Adrestus	Aegialea																																													
Hera	Aphrodite	Athene																																												
Leto	Artemis	Apollo	Aeneas																																											
Acamas	Ares	Hector	Paris	Priam	Aeneas																																									
Hector	Acamas	Sarpedon																																						Diomedes	Menesthes	Anchialus	Helenus (Greek)			Oresbius
Hector																																								Teuthras	Orestes (Greek)	Trechus	Oenomaus			
Paris	Acamas																																													
Priam	Acamas	Amphius son of Selagius																																												
Sarpedon	Hector																																													
Demeter																																														
Strife	Ares	Apollo																																												
Ares	Strife	Enyo	Confusion	Hera	Zeus	Paeëon	Hebe																																	Menelaus	Athene	Diomedes	Periphas			
Apollo	Strife																																													
Ajax the great	Diomedes	Odysseus	Ajax the lesser																																											
Ajax the lesser	Diomedes	Odysseus	Ajax the great																																											
Odysseus	Diomedes	Ajax the great	Ajax the lesser	Tlepolemus son of Heracles																																				Sarpedon	Coeranus (Trojan)	Alastor	Chromius (Lycian)			
Odysseus																																								Alcander	Halius	Noemon	Prytanis			
Agamemnon	Crethon	Orsilochus son of Diocles																																						Deicoön						
Deicoön	Pergasus																																							Agamemnon						
Pergasus	Deicoön																																													
Aeneas																																								Crethon	Orsilochus son of Diocles	Menelaus				
Crethon	Diocles	Orsilochus son of Diocles	Agamemnon	Menelaus																																				Aeneas						
Orsilochus son of Diocles	Diocles	Crethon	Agamemnon	Menelaus																																				Aeneas						
Diocles	Crethon	Orsilochus son of Diocles	Ortilochus																																											
Ortilochus	Diocles																																													
Menelaus	Crethon	Orsilochus son of Diocles	Antilochus	Athene	Hera																																			Aeneas	Ares	Pylaemenes				
Antilochus	Nestor	Menelaus																																						Pylaemenes	Mydon					
Nestor	Antilochus																																													
Pylaemenes	Mydon																																							Menelaus	Antilochus					
Mydon	Pylaemenes																																							Antilochus						
Enyo	Ares	Confusion																																												
Confusion	Enyo	Ares																																												
Menesthes	Anchialus	Ajax the great																																						Hector						
Anchialus	Menesthes	Ajax the great																																						Hector						
Ajax the great	Menesthes	Anchialus																																						Amphius son of Selagius						
Amphius son of Selagius	Priam																																							Ajax the great						
Tlepolemus son of Heracles	Heracles	Zeus	Sarpedon	Odysseus																																				Sarpedon						
Heracles	Tlepolemus son of Heracles	Laomedon																																												
Sarpedon	Zeus	Tlepolemus son of Heracles	Hector	Pelagon	Pelagon																																			Tlepolemus son of Heracles	Odysseus					
Zeus	Tlepolemus son of Heracles	Sarpedon	Ares																																											
Laomedon		Heracles																																												
Hades																																														
Coeranus (Trojan)	Alastor	Chromius (Lycian)																																						Odysseus						
Alastor	Coeranus (Trojan)	Chromius (Lycian)																																						Odysseus						
Chromius (Lycian)	Coeranus (Trojan)	Alastor																																						Odysseus						
Alcander	Halius																																							Odysseus						
Halius	Alcander																																							Odysseus						
Noemon	Prytanis																																							Odysseus						
Prytanis	Noemon																																							Odysseus						
Pelagon	Sarpedon																																													
Teuthras																																								Hector						
Orestes (Greek)																																								Hector						
Trechus																																								Hector						
Oenomaus																																								Hector						
Oenops	Helenus (Greek)																																													
Helenus (Greek)	Oenops																																							Hector						
Oresbius																																								Hector						
Athene	Menelaus	Fear	Strife	Force	Pursuit	Diomedes	Tydeus	Sthenelus																																Ares						
Hera	Menelaus	Cronus	Hebe	Stentor	Ares																																									
Cronus	Hera																																													
Hebe	Hera	Ares																																												
Fear	Athene	Strife	Force	Pursuit																																										
Strife	Athene	Fear	Force	Pursuit																																										
Force	Athene	Fear	Strife	Pursuit																																										
Pursuit	Athene	Fear	Strife	Force																																										
Stentor	Hera																																													
Diomedes	Athene	Oeneus																																						Ares						
Tydeus	Athene	Oeneus																																												
Oeneus	Athene	Tydeus	Diomedes																																											
Sthenelus	Athene																																													
Periphas																																								Ares						
																																														
%Chapter 6: Hector and Andromache																																														
Ajax the great																																								Acamas						
Acamas																																								Ajax the great						
Diomedes	Glaucus	Oeneus																																						Axylus	Calesius	Helenus	Glaucus			
Axylus	Calesius																																							Diomedes						
Calesius	Axylus																																							Diomedes						
Euryalus																																								Dresus	Opheltius (Trojan)	Aesepus	Pedasus son of Bucolion			
Dresus	Opheltius (Trojan)																																							Euryalus						
Opheltius (Trojan)	Dresus																																							Euryalus						
Aesepus	Pedasus son of Bucolion	Bucolion	Abarbarea																																					Euryalus						
Pedasus son of Bucolion	Aesepus	Bucolion	Abarbarea																																					Euryalus						
Abarbarea	Bucolion	Aesepus	Pedasus son of Bucolion																																											
Bucolion	Laomedon	Abarbarea	Aesepus	Pedasus son of Bucolion																																										
Laomedon	Bucolion																																													
Polypoetes																																								Astyalus						
Astyalus																																								Polypoetes						
Odysseus																																								Pidytes						
Pidytes																																								Odysseus						
Teucer																																								Aretaon						
Aretaon																																								Teucer						
Antilochus																																								Ablerus						
Ablerus																																								Antilochus						
Agamemnon																																								Elatus	Adrestus					
Elatus																																								Agamemnon						
Leitus																																								Phylacus						
Phylacus																																								Leitus						
Eurypylus																																								Melanthius						
Melanthius																																								Eurypylus						
Menelaus																																								Adrestus						
Adrestus																																								Menelaus	Agamemnon					
Helenus	Priam	Hector	Paris	Lycaon	Aeneas	Hecabe	Laodice																																	Diomedes						
Priam	Helenus	Hecabe	Laodice	Andromache																																										
Hector	Helenus	Aeneas	Hecabe	Laodice	Andromache	Scamandrius																																								
Paris	Helenus	Hecabe	Laodice																																											
Lycaon	Helenus	Hecabe	Laodice																																											
Aeneas	Helenus	Hector																																												
Glaucus	Hippolochus	Diomedes																																						Diomedes						
Hippolochus	Glaucus																																													
Lycurgus son of Dryas	Dryas																																							Dionysus	Zeus					
Dryas	Lycurgus son of Dryas																																													
Dionysus	Thetis																																							Lycurgus son of Dryas						
Thetis	Dionysus																																													
Zeus	Bellerophon	Laodameia	Sarpedon																																					Lycurgus son of Dryas						
Sisyphus	Aeolus	Glaucus son of Sisyphus																																												
Aeolus	Sisyphus																																													
Glaucus son of Sisyphus	Sisyphus	Bellerophon																																												
Bellerophon	Glaucus son of Sisyphus	Zeus	Anteia	Isander	Hippolochus	Laodameia	Oeneus																																	Chimaera						
Proetus	Bellerophon	Anteia																																												
Anteia	Proetus																																													
Chimaera																																								Bellerophon						
Isander	Bellerophon	Hippolochus	Laodameia																																					Ares						
Hippolochus	Bellerophon	Isander	Laodameia																																											
Laodameia	Bellerophon	Isander	Hippolochus	Zeus	Sarpedon																																			Artemis						
Sarpedon	Laodameia	Zeus																																												
Ares																																								Isander						
Artemis																																								Laodameia						
Oeneus	Bellerophon	Diomedes																																												
Hecabe	Priam	Hector	Paris	Lycaon	Helenus	Laodice																																								
Laodice	Priam	Hector	Paris	Lycaon	Helenus	Hecabe																																								
Athene																																														
Theano	Cisses	Antenor																																						Diomedes						
Cisses	Theano																																													
Antenor	Theano	Cisses																																												
Andromache	Hector	Priam	Eëtion	Scamandrius																																										
Eëtion	Andromache																																							Achilles						
Scamandrius	Hector	Andromache																																												
Achilles																																								Eëtion						
																																														
%Chapter 7: Ajax fights Hector																																														
Paris	Antenor																																							Menesthius						
Menesthius	Areithous	Phylomedusa																																						Paris						
Areithous	Phylomedusa	Menesthius	Ereuthalion	Ares																																				Lycurgus						
Phylomedusa	Areithous	Menesthius																																												
Hector	Apollo	Talthybius	Ajax the great	Idaeus																																				Eioneus	Ajax the great					
Eioneus																																								Hector						
Glaucus																																								Iphinous						
Iphinous																																								Glaucus						
Athene	Apollo																																													
Apollo	Athene	Hector	Poseidon	Laomedon																																										
Nestor	Peleus	Lycurgus	Diomedes	Ajax the great	Ajax the lesser	Idomeneus	Meriones	Eurypylus	Thaos	Odysseus																														Ereuthalion						
Peleus	Nestor																																													
Ereuthalion	Areithous	Lycurgus																																						Nestor						
Lycurgus	Ereuthalion	Nestor																																						Areithous						
Ares	Areithous																																													
Agamemnon	Diomedes	Ajax the great	Ajax the lesser	Idomeneus	Meriones	Eurypylus	Thaos	Odysseus	Idaeus	Euneus																																				
Menelaus	Diomedes	Ajax the great	Ajax the lesser	Idomeneus	Meriones	Eurypylus	Thaos	Odysseus	Euneus																																					
